Distance_(pixels),Gray_Value
1206,37.5074
1207,38.8373
1208,40.3410
1209,39.9515
1210,39.3234
1211,38.9052
1212,38.9947
1213,38.9820
1214,38.6143
1215,38.8431
1216,39.0083
1217,38.9481
1218,38.8070
1219,38.8843
1220,38.6535
1221,38.8362
1222,39.0746
1223,38.8113
1224,37.3779
1225,37.1159
1226,37.5191
1227,38.1248
1228,38.7292
1229,39.2032
1230,39.2260
1231,37.7892
1232,36.6411
1233,37.0917
1234,37.7472
1235,37.9318
1236,38.0078
1237,38.3758
1238,38.1812
1239,37.5635
1240,37.2390
1241,36.7169
1242,36.4033
1243,36.3483
1244,37.0587
1245,37.2527
1246,37.0947
1247,36.7850
1248,35.9472
1249,35.6581
1250,34.9497
1251,35.6653
1252,36.4557
1253,37.0459
1254,36.8828
1255,36.6324
1256,36.4635
1257,36.9785
1258,37.2571
1259,37.9700
1260,38.5139
1261,38.3733
1262,38.7218
1263,38.8738
1264,37.7247
1265,36.3061
1266,34.7630
1267,34.4879
1268,35.2625
1269,34.7714
1270,33.9044
1271,33.9037
1272,34.9703
1273,35.6474
1274,36.0007
1275,35.3875
1276,34.8418
1277,34.4995
1278,34.1903
1279,34.6057
1280,35.0674
1281,35.5649
1282,35.5149
1283,34.6537
1284,34.5759
1285,35.1066
1286,35.5763
1287,35.4143
1288,35.5678
1289,36.2005
1290,38.1718
1291,39.8992
1292,40.7538
1293,39.9259
1294,38.9487
1295,38.9154
1296,39.1474
1297,39.4871
1298,39.4003
1299,39.6446
1300,39.3711
1301,39.1627
1302,38.8198
1303,37.7493
1304,36.7150
1305,36.9807
1306,36.8286
1307,37.2402
1308,38.2678
1309,38.5416
1310,39.1062
1311,38.9658
1312,38.2265
1313,37.4263
1314,38.0837
1315,39.0355
1316,38.9563
1317,38.1527
1318,38.2710
1319,38.8368
1320,39.4853
1321,38.5556
1322,37.2920
1323,36.4135
1324,36.0212
1325,35.8450
1326,36.0972
1327,36.7421
1328,36.7407
1329,35.6102
1330,34.3510
1331,34.2371
1332,35.0942
1333,35.4786
1334,35.6982
1335,36.3289
1336,37.7428
1337,37.8041
1338,37.6052
1339,37.3968
1340,37.8377
1341,38.6963
1342,38.8120
1343,38.9048
1344,39.5771
1345,39.2694
1346,38.5121
1347,38.0056
1348,37.9335
1349,37.8390
1350,37.1679
1351,37.6342
1352,39.6958
1353,42.0179
1354,42.0396
1355,40.0273
1356,38.8334
1357,37.8063
1358,38.0053
1359,39.0166
1360,40.0610
1361,41.3637
1362,43.5397
1363,44.9467
1364,44.3482
1365,43.1774
1366,42.0713
1367,41.6696
1368,41.0458
1369,40.3314
1370,40.8638
1371,40.9827
1372,40.5071
1373,39.5608
1374,39.3174
1375,41.0984
1376,43.9582
